3333	169.8451389	4020.8635	5590.231	923.161
3333	169.8555556	4020.8475	5590.069	923.155
3333	169.8659722	4020.833	5589.912	923.1855
3333	169.8763889	4020.833	5589.784	923.268
3333	169.8868056	4020.824	5589.6245	923.2505
3333	169.8972222	4020.8245	5589.4805	923.2695
3333	169.9076389	4020.81	5589.324	923.3095
3333	169.9180556	4020.8055	5589.1795	923.3465
3333	169.9284722	4020.8005	5589.033	923.379
3333	169.9388889	4020.794	5588.8885	923.4425
3333	169.9493056	4020.795	5588.746	923.44
3333	169.9597222	4020.799	5588.618	923.4935
3333	169.9701389	4020.797	5588.476	923.5255
3333	169.9805556	4020.788	5588.327	923.578
3333	169.9909722	4020.7795	5588.1815	923.625
3333	170.0013889	4020.7735	5588.037	923.669
3333	170.0118056	4020.7665	5587.892	923.6875
3333	170.0222222	4020.757	5587.743	923.696
3333	170.0326389	4020.75	5587.602	923.719
3333	170.0430556	4020.74	5587.453	923.727
3333	170.0534722	4020.7165	5587.2855	923.7255
3333	170.0638889	4020.7055	5587.137	923.7215
3333	170.0743056	4020.6855	5586.986	923.768
3333	170.0847222	4020.678	5586.8415	923.7265
3333	170.0951389	4020.6505	5586.673	923.7445
3333	170.1055556	4020.636	5586.5195	923.7275
3333	170.1159722	4020.615	5586.359	923.7355
3333	170.1263889	4020.6005	5586.1995	923.6745
3333	170.1368056	4020.578	5586.0415	923.6875
3333	170.1472222	4020.559	5585.881	923.6265
3333	170.1576389	4020.5265	5585.7085	923.6245
3333	170.1680556	4020.4995	5585.5455	923.627
3333	170.1784722	4020.4735	5585.3775	923.5925
3333	170.1888889	4020.4465	5585.2115	923.556
3333	170.1993056	4020.426	5585.057	923.5455
3333	170.2097222	4020.4	5584.888	923.511
3333	170.2201389	4020.3695	5584.717	923.4755
3333	170.2305556	4020.3525	5584.5665	923.4655
3333	170.2409722	4020.3255	5584.395	923.4345
3333	170.2513889	4020.302	5584.2305	923.4345
3333	170.2618056	4020.292	5584.084	923.4145
3333	170.2722222	4020.2725	5583.9195	923.4005
3333	170.2826389	4020.256	5583.7655	923.415
3333	170.2930556	4020.2415	5583.6085	923.407
3333	170.3034722	4020.2265	5583.4575	923.433
3333	170.3138889	4020.219	5583.313	923.4455
3333	170.3243056	4020.2025	5583.1485	923.4545
3333	170.3347222	4020.196	5583.006	923.5075
3333	170.3451389	4020.185	5582.8505	923.5315
3333	170.3555556	4020.1855	5582.714	923.567
3333	170.3659722	4020.176	5582.559	923.602
3333	170.3763889	4020.1775	5582.418	923.6325
3333	170.3868056	4020.178	5582.278	923.6715
3333	170.3972222	4020.1775	5582.136	923.7185
3333	170.4076389	4020.172	5581.983	923.7525
3333	170.4180556	4020.166	5581.831	923.81
3333	170.4284722	4020.164	5581.6855	923.852
3333	170.4388889	4020.166	5581.552	923.927
3333	170.4493056	4020.157	5581.393	923.946
3333	170.4597222	4020.15	5581.2415	923.9775
3333	170.4701389	4020.149	5581.103	924.035
3333	170.4805556	4020.1455	5580.9605	924.06
3333	170.4909722	4020.1325	5580.8035	924.0805
3333	170.5013889	4020.1265	5580.662	924.114
3333	170.5118056	4020.1045	5580.4935	924.1415
3333	170.5222222	4020.094	5580.3475	924.1435
3333	170.5326389	4020.0825	5580.199	924.1535
3333	170.5430556	4020.0635	5580.037	924.1415
3333	170.5534722	4020.0395	5579.873	924.1415
3333	170.5638889	4020.0235	5579.7215	924.125
3333	170.5743056	4020	5579.562	924.0975
3333	170.5847222	4019.967	5579.391	924.0865
3333	170.5951389	4019.9365	5579.229	924.063
3333	170.6055556	4019.9095	5579.066	923.9805
3333	170.6159722	4019.878	5578.9045	923.9555
3333	170.6263889	4019.843	5578.7315	923.8925
3333	170.6368056	4019.803	5578.5555	923.831
3333	170.6472222	4019.7685	5578.389	923.766
3333	170.6576389	4019.7225	5578.205	923.6975
3333	170.6680556	4019.6815	5578.031	923.656
3333	170.6784722	4019.6435	5577.859	923.5715
3333	170.6888889	4019.596	5577.6765	923.5025
3333	170.6993056	4019.5515	5577.497	923.4135
3333	170.7097222	4019.506	5577.318	923.341
